Date,Calib.Date,Timepoint,Type,Time,Sample.ID,Treatment,Temperature,pH.MV,Salinity,Notes
20190803,20190803,Ambient.Break,Header,9:30,T1,Ambient.headtank,18.76,-49.2,28.81,
20190803,20190803,Ambient.Break,Cup,9:30,26,tank.Ambient,19.09,-47.6,28.88,
20190803,20190803,Ambient.Break,Cup,9:30,28,tank.Ambient,19.17,-47.2,28.84,
20190803,20190803,Ambient.Break,Cup,9:30,34,tank.Ambient,19.18,-46.4,28.87,
20190803,20190803,Ambient.Break,Header,9:30,T0,Ambient.headtank,18.75,-49.6,28.81,
20190804,20190804,Ambient.Break,Cup,9:30,4,tank.Ambient,17.89,-39.8,29.08,
20190804,20190804,Ambient.Break,Cup,9:30,8,tank.Ambient,17.81,-38.1,29.07,
20190804,20190804,Ambient.Break,Cup,9:30,9,tank.Ambient,17.91,-38.1,29.02,
20190804,20190804,Ambient.Break,Header,9:30,T2,Ambient.headtank,17.32,-41.6,28.91,
20190804,20190804,Ambient.Break,Cup,9:30,13,tank.Ambient,18.01,-37.9,29.02,
20190804,20190804,Ambient.Break,Cup,9:30,17,tank.Ambient,17.99,-38.2,29.04,
20190804,20190804,Ambient.Break,Cup,9:30,21,tank.Ambient,17.81,-38.3,29.06,
20190804,20190804,Ambient.Break,Header,9:30,T1,Ambient.headtank,17.29,-40.4,29.01,
20190804,20190804,Ambient.Break,Cup,9:30,29,tank.Ambient,17.81,-38.3,29.02,
20190804,20190804,Ambient.Break,Cup,9:30,30,tank.Ambient,17.83,-38.4,29.01,
20190804,20190804,Ambient.Break,Cup,9:30,36,tank.Ambient,17.86,-38.4,29.05,
20190804,20190804,Ambient.Break,Header,9:30,T0,Ambient.headtank,17.28,-41.5,29.02,
20190805,20190805,Ambient.Break,Cup,11:00,1,tank.Ambient,18.08,-40.4,29.07,
20190805,20190805,Ambient.Break,Cup,15:30,2,tank.Ambient,18.22,-39.2,29.09,
20190805,20190805,Ambient.Break,Cup,12:00,3,tank.Ambient,18.17,-40.6,29.09,
20190805,20190805,Ambient.Break,Cup,11:00,4,tank.Ambient,18.11,-40.1,29.06,
20190805,20190805,Ambient.Break,Cup,15:30,5,tank.Ambient,18.16,-39.4,29.08,
20190805,20190805,Ambient.Break,Cup,13:45,6,tank.Ambient,18.04,-38.4,29.15,
20190805,20190805,Ambient.Break,Cup,13:45,7,tank.Ambient,18.11,-38.5,29.09,
20190805,20190805,Ambient.Break,Cup,13:45,8,tank.Ambient,18.14,-38.8,29.12,
20190805,20190805,Ambient.Break,Cup,11:00,9,tank.Ambient,18.18,-39.7,29.12,
20190805,20190805,Ambient.Break,Cup,12:00,10,tank.Ambient,18.25,-40,29.11,
20190805,20190805,Ambient.Break,Cup,12:00,11,tank.Ambient,18.14,-38.6,29.12,
20190805,20190805,Ambient.Break,Cup,15:30,12,tank.Ambient,18.16,-38.7,29.09,
20190805,20190805,Ambient.Break,Cup,12:00,13,tank.Ambient,18.26,-38.6,29.09,
20190805,20190805,Ambient.Break,Cup,11:00,14,tank.Ambient,18.24,-38.6,29.08,
20190805,20190805,Ambient.Break,Cup,11:00,15,tank.Ambient,18.09,-39.8,29.06,
20190805,20190805,Ambient.Break,Cup,12:00,16,tank.Ambient,18.19,-39,29.11,
20190805,20190805,Ambient.Break,Cup,13:45,17,tank.Ambient,18.18,-39.6,29.08,
20190805,20190805,Ambient.Break,Cup,15:30,18,tank.Ambient,18.26,-38.6,29.08,
20190805,20190805,Ambient.Break,Cup,15:30,19,tank.Ambient,18.24,-38.5,29.12,
20190805,20190805,Ambient.Break,Cup,11:00,20,tank.Ambient,18.16,-39.6,29.12,
20190805,20190805,Ambient.Break,Cup,11:00,21,tank.Ambient,18.09,-39.2,29.12,
20190805,20190805,Ambient.Break,Cup,13:45,22,tank.Ambient,18.16,-39.2,29.1,
20190805,20190805,Ambient.Break,Cup,13:45,23,tank.Ambient,18.16,-38.9,29.11,
20190805,20190805,Ambient.Break,Cup,12:00,24,tank.Ambient,18.13,-38.8,29.12,
20190805,20190805,Ambient.Break,Cup,11:00,25,tank.Ambient,18.23,-39.2,29.13,
20190805,20190805,Ambient.Break,Cup,15:30,26,tank.Ambient,18.14,-38.7,29.02,
20190805,20190805,Ambient.Break,Cup,12:00,27,tank.Ambient,18.14,-38.8,29.05,
20190805,20190805,Ambient.Break,Cup,15:30,28,tank.Ambient,18.14,-38.8,29.06,
20190805,20190805,Ambient.Break,Cup,13:45,29,tank.Ambient,18.14,-38.9,29.12,
20190805,20190805,Ambient.Break,Cup,11:00,30,tank.Ambient,18.14,-39.4,29.1,
20190805,20190805,Ambient.Break,Cup,13:45,31,tank.Ambient,18.26,-38.5,29.14,
20190805,20190805,Ambient.Break,Cup,12:00,32,tank.Ambient,18.29,-38.3,29.09,
20190805,20190805,Ambient.Break,Cup,12:00,33,tank.Ambient,18.18,-38.1,29.08,
20190805,20190805,Ambient.Break,Cup,15:30,34,tank.Ambient,18.27,-38.2,29.13,
20190805,20190805,Ambient.Break,Cup,13:45,35,tank.Ambient,18.25,-38.1,29.09,
20190805,20190805,Ambient.Break,Cup,11:00,36,tank.Ambient,18.22,-39.2,29.13,
20190806,20190806,Ambient.Break,Cup,11:00,2,tank.Ambient,18.35,-40.3,28.98,
20190806,20190806,Ambient.Break,Cup,11:00,5,tank.Ambient,18.35,-40.3,29.17,
20190806,20190806,Ambient.Break,Cup,11:00,12,tank.Ambient,18.35,-40,29.08,
20190806,20190806,Ambient.Break,Header,11:00,T2,Ambient.headtank,17.79,-43.9,29.07,
20190806,20190806,Ambient.Break,Cup,11:00,13,tank.Ambient,18.45,-39.9,29.1,
20190806,20190806,Ambient.Break,Cup,11:00,18,tank.Ambient,18.37,-40.7,28.97,
20190806,20190806,Ambient.Break,Cup,11:00,19,tank.Ambient,18.37,-40.6,29.15,
20190806,20190806,Ambient.Break,Header,11:00,T1,Ambient.headtank,17.72,-44.4,29.07,
20190806,20190806,Ambient.Break,Cup,11:00,26,tank.Ambient,18.29,-40.7,29.02,
20190806,20190806,Ambient.Break,Cup,11:00,28,tank.Ambient,18.36,-40.7,29.06,
20190806,20190806,Ambient.Break,Cup,11:00,34,tank.Ambient,18.38,-40.5,29.11,
20190806,20190806,Ambient.Break,Header,11:00,T0,Ambient.headtank,17.73,-44.6,29.09,
20190807,20190807,Ambient.Break,Cup,10:00,6,tank.Ambient,18.3,-43.5,29.05,
20190807,20190807,Ambient.Break,Cup,10:00,7,tank.Ambient,18.37,-41.7,29.08,
20190807,20190807,Ambient.Break,Cup,10:00,9,tank.Ambient,18.37,-41.8,29.1,
20190807,20190807,Ambient.Break,Header,10:00,T2,Ambient.headtank,18.04,-46,29.04,
20190807,20190807,Ambient.Break,Cup,10:00,16,tank.Ambient,18.37,-41.9,29.04,
20190807,20190807,Ambient.Break,Cup,10:00,22,tank.Ambient,18.38,-42,29.06,
20190807,20190807,Ambient.Break,Cup,10:00,23,tank.Ambient,18.37,-42.4,29.08,
20190807,20190807,Ambient.Break,Header,10:00,T1,Ambient.headtank,18.04,-46.1,29.04,
20190807,20190807,Ambient.Break,Cup,10:00,29,tank.Ambient,18.28,-42.6,29.05,
20190807,20190807,Ambient.Break,Cup,10:00,31,tank.Ambient,18.29,-42.1,29.06,
20190807,20190807,Ambient.Break,Cup,10:00,36,tank.Ambient,18.29,-42.3,29.06,
20190807,20190807,Ambient.Break,Header,10:00,T0,Ambient.headtank,18.04,-46.2,29.05,
20190808,20190808,Treatment2,Cup,12:30,3,tank.Moderate,18.64,-7.5,28.89,
20190808,20190808,Treatment2,Cup,12:30,45,tank.Moderate,18.53,-9,29.03,
20190808,20190808,Treatment2,Cup,12:30,51,tank.Moderate,18.53,-10.4,29.06,
20190808,20190808,Treatment2,Cup,12:30,21,tank.Ambient,18.52,-39.5,29.04,
20190808,20190808,Treatment2,Cup,12:30,27,tank.Ambient,18.49,-42.2,29.07,
20190808,20190808,Treatment2,Cup,12:30,33,tank.Ambient,18.57,-42.2,29.07,
20190808,20190808,Treatment2,Tray,12:30,H1_T2,tray.Ambient,18.68,-35.4,29.07,
20190808,20190808,Treatment2,Tray,12:30,H1_T1,tray.Elevated,18.49,-15.1,29.13,
20190809,20190809,Treatment2,Cup,10:00,38,tank.Moderate,18.94,-12.9,29.15,
20190809,20190809,Treatment2,Cup,10:00,47,tank.Moderate,18.93,-12.7,29.04,
20190809,20190809,Treatment2,Cup,10:00,14,tank.Moderate,18.92,-12.3,29.01,
20190809,20190809,Treatment2,Cup,10:00,55,tank.Ambient,19.93,-42.1,29.03,
20190809,20190809,Treatment2,Cup,10:00,32,tank.Ambient,18.97,-40.2,29.06,
20190809,20190809,Treatment2,Cup,10:00,26,tank.Ambient,18.95,-43.3,29.13,
20190810,20190810,Treatment2,Cup,11:00,3,tank.Moderate,17.58,-9.8,29.36,
20190810,20190810,Treatment2,Cup,11:00,10,tank.Moderate,17.58,-10.3,29.29,
20190810,20190810,Treatment2,Cup,11:00,16,tank.Moderate,17.8,-10.4,29.34,
20190810,20190810,Treatment2,Cup,11:00,21,tank.Ambient,17.43,-36.2,29.34,
20190810,20190810,Treatment2,Cup,11:00,29,tank.Ambient,17.42,-36.6,29.29,
20190810,20190810,Treatment2,Cup,11:00,33,tank.Ambient,17.43,-36.3,29.29,
20190811,20190811,Treatment2,Cup,10:15,5,tank.Moderate,17.76,-13.3,29.2,
20190811,20190811,Treatment2,Cup,10:15,12,tank.Moderate,17.68,-12.2,29.25,
20190811,20190811,Treatment2,Cup,10:15,17,tank.Moderate,17.66,-13.6,29.25,
20190811,20190811,Treatment2,Cup,10:15,24,tank.Ambient,17.64,-38.4,29.27,
20190811,20190811,Treatment2,Cup,10:15,27,tank.Ambient,17.54,-39.5,29.31,
20190811,20190811,Treatment2,Cup,10:15,33,tank.Ambient,17.63,-35.7,29.23,
20190812,20190812,Treatment2,Cup,13:00,1,tank.Moderate,17.76,-11.4,29.31,
20190812,20190812,Treatment2,Cup,13:00,2,tank.Ambient,17.36,-38.8,29.28,
20190812,20190812,Treatment2,Cup,13:00,3,tank.Moderate,17.76,-12.9,29.29,
20190812,20190812,Treatment2,Cup,13:00,4,tank.Ambient,17.53,-37.6,29.34,
20190812,20190812,Treatment2,Cup,13:00,5,tank.Moderate,17.76,-11.5,29.21,
20190812,20190812,Treatment2,Cup,13:00,6,tank.Ambient,17.38,-38.9,29.29,
20190812,20190812,Treatment2,Cup,13:00,7,tank.Ambient,17.7,-38,29.32,
20190812,20190812,Treatment2,Cup,13:00,8,tank.Moderate,17.48,-11,29.32,
20190812,20190812,Treatment2,Cup,13:00,9,tank.Ambient,17.46,-38.4,29.28,
20190812,20190812,Treatment2,Cup,13:00,10,tank.Moderate,17.61,-10.6,29.26,
20190812,20190812,Treatment2,Cup,13:00,11,tank.Ambient,17.52,-38.3,29.29,
20190812,20190812,Treatment2,Cup,13:00,12,tank.Moderate,17.35,-10.7,29.42,
20190812,20190812,Treatment2,Cup,13:00,13,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,14,tank.Moderate,17.55,-11.7,29.26,
20190812,20190812,Treatment2,Cup,13:00,15,tank.Ambient,17.39,-39.5,29.28,
20190812,20190812,Treatment2,Cup,13:00,16,tank.Moderate,17.35,-10.1,29.28,
20190812,20190812,Treatment2,Cup,13:00,17,tank.Ambient,17.6,-38.2,29.24,
20190812,20190812,Treatment2,Cup,13:00,18,tank.Ambient,17.5,-38.3,29.27,
20190812,20190812,Treatment2,Cup,13:00,19,tank.Moderate,17.72,-12,29.28,
20190812,20190812,Treatment2,Cup,13:00,20,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,21,tank.Ambient,17.35,-38.3,29.3,
20190812,20190812,Treatment2,Cup,13:00,22,tank.Moderate,17.68,-12,29.19,
20190812,20190812,Treatment2,Cup,13:00,23,tank.Ambient,17.68,-36.9,29.49,
20190812,20190812,Treatment2,Cup,13:00,24,tank.Ambient,17.3,-37.9,29.33,
20190812,20190812,Treatment2,Cup,13:00,25,tank.Moderate,17.63,-10.8,29.27,
20190812,20190812,Treatment2,Cup,13:00,26,tank.Ambient,17.63,-38.4,29.21,
20190812,20190812,Treatment2,Cup,13:00,27,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,28,tank.Moderate,17.6,-12,29.25,
20190812,20190812,Treatment2,Cup,13:00,29,tank.Ambient,17.6,-38.4,29.24,
20190812,20190812,Treatment2,Cup,13:00,30,tank.Moderate,17.6,-10.7,29.28,
20190812,20190812,Treatment2,Cup,13:00,31,tank.Moderate,17.5,-11.5,29.26,
20190812,20190812,Treatment2,Cup,13:00,32,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,33,tank.Ambient,17.31,-37.6,29.23,
20190812,20190812,Treatment2,Cup,13:00,34,tank.Moderate,17.5,-11.2,29.29,
20190812,20190812,Treatment2,Cup,13:00,35,tank.Moderate,17.46,-11,29.28,
20190812,20190812,Treatment2,Cup,13:00,36,tank.Ambient,17.34,-37.6,29.28,
20190812,20190812,Treatment2,Cup,13:00,37,tank.Ambient,17.49,-38.8,29.3,
20190812,20190812,Treatment2,Cup,13:00,38,tank.Moderate,17.7,-12.4,29.27,
20190812,20190812,Treatment2,Cup,13:00,39,tank.Ambient,17.4,-39.3,29.28,
20190812,20190812,Treatment2,Cup,13:00,40,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,41,tank.Ambient,17.53,-39.5,29.25,
20190812,20190812,Treatment2,Cup,13:00,42,tank.Moderate,17.38,-10.8,29.15,
20190812,20190812,Treatment2,Cup,13:00,43,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,44,tank.Ambient,17.53,-39.3,29.28,
20190812,20190812,Treatment2,Cup,13:00,45,tank.Moderate,17.41,-10.2,29.28,
20190812,20190812,Treatment2,Cup,13:00,46,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,47,tank.Moderate,17.43,-11.4,29.24,
20190812,20190812,Treatment2,Cup,13:00,48,tank.Ambient,17.42,-39.3,29.3,
20190812,20190812,Treatment2,Cup,13:00,49,tank.Ambient,17.6,-39.1,29.22,
20190812,20190812,Treatment2,Cup,13:00,50,tank.Ambient,17.46,-39.3,29.28,
20190812,20190812,Treatment2,Cup,13:00,51,tank.Moderate,17.56,-11.7,29.26,
20190812,20190812,Treatment2,Cup,13:00,52,tank.Ambient,17.38,-38.8,29.3,
20190812,20190812,Treatment2,Cup,13:00,53,tank.Moderate,17.56,-11.4,29.27,
20190812,20190812,Treatment2,Cup,13:00,54,tank.Moderate,17.62,-10.7,29.28,
20190812,20190812,Treatment2,Cup,13:00,55,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,56,tank.Ambient,17.48,-39.4,29.27,
20190812,20190812,Treatment2,Cup,13:00,57,tank.Moderate,17.56,-12,29.25,
20190812,20190812,Treatment2,Cup,13:00,58,tank.Ambient,17.54,-39.4,29.34,
20190812,20190812,Treatment2,Cup,13:00,59,tank.Moderate,17.77,-11.9,29.28,
20190812,20190812,Treatment2,Cup,13:00,60,tank.Moderate,17.69,-10.7,29.28,
20190812,20190812,Treatment2,Cup,13:00,61,tank.Ambient,17.45,-37.8,29.32,
20190812,20190812,Treatment2,Cup,13:00,62,tank.Moderate,17.64,-11.3,29.26,
20190812,20190812,Treatment2,Cup,13:00,63,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,64,tank.Ambient,17.6,-39.2,29.32,
20190812,20190812,Treatment2,Cup,13:00,65,tank.Moderate,17.77,-11.7,29.25,
20190812,20190812,Treatment2,Cup,13:00,66,tank.Ambient,17.31,-37.4,29.2,
20190812,20190812,Treatment2,Cup,13:00,67,tank.Ambient,17.43,-38.8,29.27,
20190812,20190812,Treatment2,Cup,13:00,68,tank.Moderate,17.68,-11.4,29.28,
20190812,20190812,Treatment2,Cup,13:00,69,tank.Moderate,17.64,-12.4,29.3,
20190812,20190812,Treatment2,Cup,13:00,70,tank.Ambient,17.6,-37.3,29.38,
20190812,20190812,Treatment2,Cup,13:00,71,NA,NA,NA,NA,
20190812,20190812,Treatment2,Cup,13:00,72,tank.Moderate,17.54,-10.7,29.25,
20190814,20190814,Treatment2,Cup,9:15,43,tank.Moderate,17.77,-13.1,29.14,
20190814,20190814,Treatment2,Cup,9:15,19,tank.Moderate,17.79,-12.4,29.21,
20190814,20190814,Treatment2,Cup,9:15,56,tank.Ambient,17.53,-38.9,29.18,
20190814,20190814,Treatment2,Cup,9:15,54,tank.Moderate,17.7,-13.3,29.18,
20190814,20190814,Treatment2,Cup,9:15,61,tank.Ambient,17.63,-38.6,29.17,
20190814,20190814,Treatment2,Cup,9:15,33,tank.Ambient,17.55,-38.4,29.22,
20190814,20190814,Treatment2,Tray,9:15,H1_T1,tray.Elevated,19.4,-8.2,29.36,
20190814,20190814,Treatment2,Tray,9:15,H1_T2,tray.Ambient,18.79,-30.7,29.26,
