Method Data,,,,,,
Method name,Panopea,,,,,
0.6275,79,34.9,19.4,0.0075,,
0.636,80,35.7,19.4,0.0075,,
0.6435,81,36.2,19.4,0.0075,,
0.652,82,36.9,19.4,0.0085,,
0.6605,83,37.6,19.4,0.0085,,
0.669,84,38.3,19.4,0.0075,,
0.6775,85,38.9,19.4,0.0075,,
0.686,86,39.6,19.4,0.0075,,
0.6935,87,40.2,19.4,0.0075,,
0.702,88,41,19.4,0.0085,,
0.7105,89,41.7,19.4,0.0085,,
0.7185,90,42.4,19.4,0.0075,,
0.727,91,43.1,19.4,0.0075,,
0.7355,92,43.9,19.4,0.0075,,
0.743,93,44.6,19.4,0.0075,,
0.7515,94,45.3,19.4,0.0085,,
0.76,95,46,19.4,0.0085,,
0.7685,96,46.8,19.4,0.0075,,
0.777,97,47.4,19.4,0.0075,,
0.7855,98,48.2,19.4,0.0075,,
0.793,99,48.9,19.4,0.0075,,
0.8015,100,49.7,19.4,0.0085,,
0.8095,101,50.6,19.4,0.0075,,
0.818,102,51.2,19.4,0.0075,,
0.8265,103,52,19.4,0.0075,,
0.835,104,52.7,19.4,0.0085,,
0.8425,105,53.6,19.4,0.0075,,
0.851,106,54.3,19.4,0.0085,,
0.8595,107,55.1,19.4,0.0075,,
0.868,108,55.9,19.4,0.0075,,
0.8765,109,56.7,19.4,0.0075,,
0.884,110,57.5,19.4,0.0075,,
0.8925,111,58.3,19.4,0.0085,,
0.9005,112,59.1,19.4,0.008,,
0.909,113,59.9,19.4,0.0075,,
0.9175,114,60.8,19.4,0.0075,,
0.926,115,61.6,19.4,0.0075,,
0.9335,116,62.4,19.4,0.0075,,
0.942,117,63.3,19.4,0.0085,,
0.9505,118,64.2,19.4,0.0075,,
0.959,119,65.2,19.4,0.0075,,
0.9675,120,66.3,19.4,0.0075,,
0.9755,121,67.2,19.4,0.0075,,
0.9835,122,67.9,19.4,0.008,,
0.9915,123,68.8,19.4,0.008,,
1,124,69.8,19.4,0.0075,,
1.0085,125,70.8,19.4,0.0075,,
1.017,126,71.9,19.4,0.0075,,
1.0255,127,72.9,19.4,0.0085,,
1.033,128,73.9,19.4,0.0075,,
1.0415,129,75,19.4,0.0085,,
1.05,130,76,19.4,0.0075,,
1.058,131,77,19.4,0.0075,,
1.0665,132,78,19.4,0.0075,,
1.075,133,79,19.4,0.0085,,
1.0825,134,80.2,19.4,0.0075,,
1.091,135,81.4,19.4,0.0085,,
1.0995,136,82.7,19.4,0.0075,,
1.108,137,84.1,19.4,0.0075,,
1.1165,138,85.6,19.4,0.0075,,
1.124,139,86.9,19.4,0.0075,,
1.1325,140,88.3,19.4,0.0085,,
1.141,141,89.6,19.4,0.0085,,
1.149,142,91.3,19.4,0.0075,,
1.1575,143,92.9,19.4,0.0075,,
1.166,144,94.5,19.4,0.0075,,
1.1735,145,96.1,19.4,0.0075,,
1.182,146,97.7,19.4,0.0085,,
1.1905,147,99.7,19.4,0.0085,,
1.199,148,101.7,19.4,0.0075,,
1.2075,149,103.9,19.4,0.0075,,
1.216,150,106.2,19.4,0.0075,,
1.2235,151,108.2,19.4,0.0075,,
1.232,152,110.8,19.4,0.0085,,
1.24,153,113.6,19.4,0.0075,,
1.2485,154,116.5,19.4,0.0075,,
1.257,155,119.6,19.4,0.0075,,
1.2655,156,122.8,19.4,0.0075,,
1.273,157,125.8,19.4,0.0075,,
1.2815,158,129.2,19.4,0.0085,,
1.29,159,132.9,19.4,0.0075,,
1.2985,160,136.6,19.4,0.0075,,
1.3065,161,140.5,19.4,0.0075,,
1.315,162,144.4,19.4,0.0075,,
1.3225,163,147.8,19.4,0.0075,,
1.331,164,151.5,19.4,0.0085,,
1.3395,165,155,19.4,0.0075,,
1.348,166,158.3,19.4,0.0075,,
1.3565,167,161.3,19.4,0.0075,,
1.365,168,164,19.4,0.0085,,
1.3725,169,166.7,19.4,0.0075,,
1.381,170,169.4,19.4,0.0085,,
1.3895,171,171.9,19.4,0.0075,,
1.3975,172,174.2,19.4,0.0075,,
1.406,173,176.4,19.4,0.0075,,
1.4135,174,178.2,19.4,0.0075,,
1.422,175,180.1,19.4,0.0085,,
1.4305,176,181.9,19.4,0.0085,,
1.439,177,183.6,19.4,0.0075,,
1.4475,178,185.1,19.4,0.0075,,
1.4475,418,192.4,19.5,0,,
1.448,419,192.4,19.5,0.0005,,
1.4495,420,192.4,19.5,0.0015,,
1.452,421,192.5,19.5,0.002,,
1.456,422,192.7,19.5,0.0035,,
1.462,423,193.2,19.5,0.005,,
1.4705,424,193.9,19.5,0.0075,,
1.478,425,194.8,19.5,0.007,,
1.4865,426,195.8,19.5,0.0075,,
1.495,427,196.7,19.5,0.007,,
1.5035,428,197.7,19.5,0.007,,
1.5115,429,198.6,19.5,0.0065,,
1.52,430,199.4,19.5,0.0075,,
1.5275,431,200.3,19.5,0.007,,
1.536,432,201.2,19.5,0.0075,,
1.5445,433,202,19.5,0.007,,
1.553,434,202.8,19.5,0.007,,
1.5615,435,203.6,19.5,0.007,,
1.57,436,204.2,19.5,0.0075,,
1.5775,437,205,19.5,0.007,,
1.586,438,205.7,19.5,0.0075,,
1.594,439,206.5,19.5,0.0065,,
1.6025,440,207.2,19.5,0.007,,
1.611,441,207.8,19.5,0.007,,
1.6195,442,208.4,19.5,0.0075,,
1.627,443,209,19.5,0.007,,
1.6355,444,209.8,19.5,0.0075,,
1.644,445,210.3,19.5,0.007,,
1.6525,446,210.9,19.5,0.007,,
1.661,447,211.5,19.5,0.007,,
1.6685,448,211.9,19.5,0.007,,
1.677,449,212.5,19.5,0.0075,,
1.685,450,213,19.5,0.0075,,
1.6935,451,213.6,19.5,0.007,,
1.702,452,214.2,19.5,0.007,,
1.7105,453,214.7,19.5,0.007,,
1.719,454,215.1,19.5,0.0075,,
1.7265,455,215.5,19.5,0.007,,
1.735,456,216.1,19.5,0.0075,,
1.743,457,216.5,19.5,0.0065,,
1.7515,458,217,19.5,0.007,,
1.76,459,217.5,19.5,0.007,,
1.7685,460,217.9,19.5,0.0075,,
1.776,461,218.4,19.5,0.007,,
1.7845,462,218.8,19.5,0.0075,,
1.793,463,219.2,19.5,0.007,,
1.8015,464,219.6,19.5,0.007,,
1.81,465,220,19.5,0.007,,
1.818,466,220.5,19.5,0.0075,,
1.826,467,220.8,19.5,0.0075,,
1.834,468,221.2,19.5,0.0075,,
1.8425,469,221.6,19.5,0.007,,
1.851,470,222,19.5,0.007,,
1.8595,471,222.4,19.5,0.007,,
1.867,472,222.7,19.5,0.007,,
1.8755,473,223,19.5,0.0075,,
1.884,474,223.4,19.5,0.0075,,
1.8925,475,223.8,19.5,0.007,,
1.901,476,224.2,19.5,0.007,,
1.909,477,224.5,19.5,0.0065,,
1.917,478,224.8,19.5,0.0075,,
1.925,479,225.2,19.5,0.0075,,
1.9335,480,225.5,19.5,0.0075,,
1.942,481,225.9,19.5,0.007,,
1.9505,482,226.2,19.5,0.007,,
1.959,483,226.4,19.5,0.007,,
1.9665,484,226.8,19.5,0.007,,
1.975,485,227.1,19.5,0.0075,,
1.9835,486,227.5,19.5,0.0075,,
1.9915,487,227.7,19.5,0.0065,,
2,488,228,19.5,0.007,,
2.0085,489,228.3,19.5,0.007,,
2.016,490,228.6,19.5,0.007,,
2.0245,491,228.9,19.5,0.0075,,
2.033,492,229.2,19.5,0.0075,,
2.0415,493,229.4,19.5,0.007,,
2.05,494,229.8,19.5,0.007,,
2.058,495,230,19.5,0.0065,,
2.066,496,230.2,19.5,0.0075,,
2.074,497,230.5,19.5,0.0075,,
2.0825,498,230.8,19.5,0.0075,,
2.091,499,231,19.5,0.007,,
2.0995,500,231.3,19.5,0.007,,
2.108,501,231.6,19.5,0.007,,
2.1155,502,231.8,19.5,0.007,,
2.124,503,232.1,19.5,0.0075,,
2.1325,504,232.2,19.5,0.0075,,
2.1405,505,232.5,19.5,0.0065,,
2.149,506,232.8,19.5,0.007,,
2.1575,507,233.1,19.5,0.007,,
2.165,508,233.3,19.5,0.007,,
2.1735,509,233.6,19.5,0.0075,,
2.182,510,233.8,19.5,0.007,,
2.1905,511,234.1,19.5,0.007,,
2.198,512,234.3,19.5,0.006,,
2.2015,513,234.4,19.5,0.003,,
2.2025,514,234.6,19.5,0.001,,
2.2035,515,234.6,19.5,0.001,,
2.205,516,234.7,19.5,0.001,,
2.207,517,234.7,19.5,0.0015,,
2.21,518,234.8,19.5,0.0025,,
2.2135,519,234.9,19.5,0.003,,
2.2175,520,235,19.5,0.0035,,
2.221,521,235.1,19.5,0.004,,
