Method Data,,,,,,
Method name,Panopea,,,,,
0.9005,112,74.8,19.8,0.0075,,
0.909,113,75.9,19.8,0.0075,,
0.9175,114,76.8,19.8,0.0075,,
0.926,115,77.6,19.8,0.007,,
0.9335,116,78.4,19.8,0.007,,
0.942,117,79.3,19.8,0.0075,,
0.9505,118,80.3,19.8,0.0075,,
0.959,119,81.3,19.8,0.0075,,
0.9675,120,82.4,19.8,0.0075,,
0.9755,121,83.2,19.8,0.0075,,
0.9835,122,84.3,19.8,0.0075,,
0.9915,123,85.4,19.8,0.0075,,
1,124,86.6,19.8,0.0075,,
1.0085,125,87.7,19.8,0.0075,,
1.017,126,88.9,19.8,0.0075,,
1.0245,127,89.9,19.8,0.007,,
1.033,128,91.4,19.8,0.0075,,
1.0415,129,92.6,19.8,0.0075,,
1.05,130,94.1,19.8,0.0075,,
1.0585,131,95.4,19.8,0.0075,,
1.0665,132,96.7,19.8,0.0075,,
1.0745,133,98.1,19.8,0.0075,,
1.083,134,99.6,19.8,0.0075,,
1.091,135,101.3,19.8,0.0075,,
1.0995,136,102.8,19.8,0.0075,,
1.108,137,104.4,19.8,0.0075,,
1.1165,138,106,19.8,0.0075,,
1.124,139,108.4,19.8,0.007,,
1.1325,140,110.5,19.8,0.0075,,
1.141,141,112.3,19.9,0.0075,,
1.1495,142,114.7,19.8,0.0075,,
1.1575,143,117.4,19.8,0.0075,,
1.1655,144,119.6,19.9,0.0075,,
1.1735,145,122.6,19.8,0.0075,,
1.182,146,125.3,19.9,0.0075,,
1.1905,147,128.1,19.8,0.0075,,
1.199,148,131.8,19.9,0.0075,,
1.2075,149,134.9,19.9,0.0075,,
1.216,150,138,19.9,0.0075,,
1.2235,151,141.8,19.8,0.007,,
1.232,152,145.3,19.9,0.0075,,
1.2405,153,149.2,19.9,0.0075,,
1.2485,154,152.4,19.9,0.0075,,
1.257,155,155.8,19.9,0.0075,,
1.2645,156,158.6,19.9,0.007,,
1.273,157,161.8,19.9,0.0075,,
1.2815,158,164.5,19.9,0.0075,,
1.29,159,167.2,19.9,0.0075,,
1.2985,160,169.7,19.9,0.0075,,
1.307,161,172,19.9,0.0075,,
1.3145,162,174.2,19.9,0.007,,
1.323,163,176.4,19.9,0.0075,,
1.331,164,178.3,19.9,0.0075,,
1.3395,165,180.2,19.9,0.0075,,
1.348,166,182,19.9,0.0075,,
1.3565,167,183.7,19.9,0.0075,,
1.365,168,185.1,19.9,0.007,,
1.365,408,191.4,20,0,,
1.3655,409,191.4,20,0.0005,,
1.367,410,191.4,20,0.001,,
1.3695,411,191.6,20,0.002,,
1.3735,412,191.8,20,0.003,,
1.3795,413,192.4,20,0.0045,,
1.388,414,193.3,20,0.006,,
1.3955,415,194.2,20,0.006,,
1.404,416,195.3,20,0.0065,,
1.4125,417,196.1,20,0.006,,
1.421,418,197.1,20,0.006,,
1.429,419,197.9,20,0.0055,,
1.4375,420,198.8,20,0.0065,,
1.4455,421,199.8,20,0.006,,
1.4535,422,200.7,20,0.006,,
1.462,423,201.6,20,0.006,,
1.4705,424,202.3,20,0.006,,
1.479,425,203.1,20,0.006,,
1.4875,426,203.8,20,0.006,,
1.495,427,204.5,20,0.006,,
1.5035,428,205.3,20,0.0065,,
1.5115,429,206,20,0.0055,,
1.52,430,206.6,20,0.006,,
1.5285,431,207.4,20,0.006,,
1.537,432,207.8,20,0.0065,,
1.5445,433,208.6,20,0.006,,
1.553,434,209.2,20,0.0065,,
1.5615,435,209.8,20,0.006,,
1.57,436,210.5,20,0.006,,
1.5785,437,211,20,0.006,,
1.5865,438,211.6,20,0.006,,
1.5945,439,212.1,20,0.006,,
1.6025,440,212.6,20,0.006,,
1.611,441,213.2,20,0.006,,
1.6195,442,213.6,20,0.006,,
1.628,443,214.3,20,0.006,,
1.6365,444,214.7,20,0.0065,,
1.644,445,215.2,20,0.006,,
1.6525,446,215.8,20,0.0065,,
1.661,447,216.2,20,0.006,,
1.669,448,216.7,20,0.0055,,
1.6775,449,217.2,20,0.006,,
1.686,450,217.6,20,0.0065,,
1.6935,451,218.1,20,0.006,,
1.702,452,218.4,20,0.0065,,
1.7105,453,218.9,20,0.006,,
1.719,454,219.3,20,0.006,,
1.7275,455,219.8,20,0.006,,
1.735,456,220.1,20,0.006,,
1.7435,457,220.4,20,0.0065,,
1.752,458,220.9,20,0.0065,,
1.76,459,221.4,20,0.0055,,
1.7685,460,221.7,20,0.006,,
1.777,461,222.1,20,0.006,,
1.7855,462,222.4,20,0.006,,
1.793,463,222.8,20,0.006,,
1.8015,464,223.2,20,0.0065,,
1.81,465,223.5,20,0.006,,
1.8185,466,223.9,20,0.006,,
1.8265,467,224.3,20,0.0055,,
1.8345,468,224.5,20,0.006,,
1.8425,469,224.9,20,0.006,,
1.851,470,225.1,20,0.006,,
1.8595,471,225.6,20,0.006,,
1.868,472,225.9,20,0.006,,
1.8765,473,226.2,20,0.006,,
1.884,474,226.4,20,0.006,,
1.8925,475,226.8,20,0.0065,,
1.901,476,227.1,20,0.0065,,
1.909,477,227.4,20,0.0055,,
1.9175,478,227.7,20,0.006,,
1.926,479,228,20,0.006,,
1.9335,480,228.3,20,0.006,,
1.942,481,228.5,20,0.0065,,
1.9505,482,228.9,20,0.0065,,
1.959,483,229.2,20,0.006,,
1.9675,484,229.5,20,0.006,,
1.976,485,229.7,20,0.006,,
1.9835,486,230,20,0.006,,
1.992,487,230.2,20,0.0065,,
2,488,230.5,20,0.006,,
2.0085,489,230.8,20,0.006,,
2.017,490,231.1,20,0.006,,
2.0255,491,231.4,20,0.006,,
2.033,492,231.6,20,0.006,,
2.0415,493,231.8,20,0.0065,,
2.05,494,232,20,0.006,,
2.0585,495,232.4,20,0.006,,
2.0665,496,232.6,20,0.0055,,
2.075,497,232.8,20,0.0065,,
2.083,498,233,20,0.006,,
2.091,499,233.3,20,0.006,,
2.0995,500,233.6,20,0.006,,
2.108,501,233.8,20,0.006,,
2.1165,502,234.1,20,0.006,,
2.123,503,234.3,20,0.005,,
2.1265,504,234.4,20,0.0025,,
2.1295,505,234.5,20,0.0025,,
2.133,506,234.6,20,0.0025,,
2.137,507,234.7,20,0.003,,
2.142,508,234.9,20,0.0035,,
Scope 1/1, Sample 4/9 (20190812_31),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-0.4,19.8,NaN,,
0.001,1,-1.7,19.8,0.001,,
0.0025,2,-1.8,19.8,0.0015,,
0.005,3,-2,19.8,0.0025,,
0.009,4,-2,19.8,0.0035,,
0.015,5,-1.6,19.8,0.0055,,
0.0235,6,-0.7,19.8,0.0075,,
0.032,7,-0.2,19.8,0.0085,,
0.0395,8,0.6,19.8,0.0075,,
0.048,9,2,19.8,0.0075,,
0.0565,10,3.4,19.8,0.0075,,
0.065,11,4.7,19.8,0.0075,,
0.0735,12,6,19.8,0.0075,,
0.0815,13,7,19.8,0.008,,
0.0895,14,8.2,19.8,0.008,,
0.098,15,9.5,19.8,0.0075,,
0.106,16,10.7,19.8,0.0075,,
0.1145,17,11.7,19.8,0.0075,,
0.123,18,12.8,19.8,0.0075,,
0.1305,19,13.6,19.8,0.0075,,
0.139,20,14.4,19.8,0.0085,,
0.1475,21,15.2,19.8,0.0075,,
0.156,22,15.9,19.8,0.0075,,
0.1645,23,16.7,19.8,0.0075,,
0.173,24,17.4,19.8,0.0075,,
0.1805,25,18,19.8,0.0075,,
0.189,26,18.7,19.8,0.0085,,
0.197,27,19.3,19.8,0.0075,,
0.2055,28,19.9,19.8,0.0075,,
0.214,29,20.6,19.8,0.0075,,
0.2225,30,21.2,19.8,0.0075,,
0.23,31,21.9,19.8,0.0075,,
0.2385,32,22.5,19.8,0.0075,,
0.247,33,23.1,19.8,0.0075,,
0.2555,34,23.7,19.8,0.0075,,
0.2635,35,24.3,19.8,0.0075,,
0.272,36,25,19.8,0.0075,,
0.2795,37,25.7,19.8,0.0075,,
0.288,38,26.2,19.8,0.0085,,
0.2965,39,26.8,19.8,0.0075,,
0.305,40,27.4,19.8,0.0075,,
0.3135,41,27.9,19.8,0.0075,,
0.322,42,28.5,19.8,0.0085,,
0.3295,43,29.1,19.8,0.0075,,
0.338,44,29.7,19.8,0.0075,,
0.3465,45,30.3,19.8,0.0075,,
0.3545,46,30.9,19.8,0.0075,,
0.363,47,31.5,19.8,0.0075,,
0.3715,48,32.1,19.8,0.0085,,
0.379,49,32.7,19.8,0.0075,,
0.3875,50,33.3,19.9,0.0075,,
0.396,51,33.9,19.9,0.0075,,
0.4045,52,34.6,19.9,0.0075,,
0.413,53,35.2,19.9,0.0075,,
0.421,54,35.7,19.9,0.008,,
0.429,55,36.3,19.9,0.008,,
0.437,56,36.9,19.9,0.0075,,
0.4455,57,37.5,19.9,0.0075,,
0.454,58,38.1,19.9,0.0075,,
0.4625,59,38.7,19.9,0.0075,,
0.471,60,39.3,19.9,0.0085,,
0.4785,61,39.9,19.9,0.0075,,
0.487,62,40.6,19.9,0.0075,,
0.4955,63,41.2,19.9,0.0075,,
0.504,64,41.8,19.9,0.0075,,
0.512,65,42.4,19.9,0.0075,,
0.52,66,43,19.9,0.008,,
0.528,67,43.5,19.9,0.008,,
0.5365,68,44.1,19.9,0.0075,,
0.545,69,44.7,19.9,0.0075,,
0.5535,70,45.4,19.9,0.0075,,
0.562,71,46,19.9,0.0075,,
0.5695,72,46.6,19.9,0.0075,,
0.578,73,47.2,19.9,0.0085,,
0.5865,74,47.8,19.9,0.0075,,
0.5945,75,48.4,19.9,0.0075,,
0.603,76,49.1,19.9,0.0075,,
0.6115,77,49.7,19.9,0.0075,,
0.619,78,50.3,19.9,0.0075,,
0.6275,79,50.9,19.9,0.0085,,
0.636,80,51.6,19.9,0.0075,,
0.6445,81,52.2,19.9,0.0075,,
0.653,82,52.9,19.9,0.0075,,
0.6615,83,53.5,19.9,0.0075,,
0.669,84,54.2,19.9,0.0075,,
0.6775,85,54.7,19.9,0.0085,,
0.6855,86,55.5,19.9,0.0075,,
0.694,87,56.1,19.9,0.0075,,
0.7025,88,56.7,19.9,0.0075,,
0.711,89,57.3,19.9,0.0085,,
0.7185,90,57.9,19.9,0.0075,,
0.727,91,58.6,19.9,0.0075,,
0.7355,92,59.2,19.9,0.0075,,
0.744,93,60.1,19.9,0.0075,,
0.752,94,60.8,19.9,0.0075,,
0.7605,95,61.5,19.9,0.0075,,
0.768,96,62.2,19.9,0.0075,,
0.7765,97,62.9,19.9,0.0075,,
0.785,98,63.6,19.9,0.0075,,
0.7935,99,64.2,19.9,0.0075,,
0.802,100,65,19.9,0.0075,,
0.8105,101,65.7,19.9,0.0085,,
0.818,102,66.6,19.9,0.0075,,
0.8265,103,67.4,19.9,0.0075,,
0.835,104,68.2,19.9,0.0075,,
0.843,105,68.9,19.9,0.0075,,
0.8515,106,69.6,19.9,0.0075,,
0.859,107,70.5,19.9,0.0075,,
0.8675,108,71.3,19.9,0.0085,,
0.876,109,72.3,19.9,0.0075,,
0.8845,110,73.1,19.9,0.0075,,
0.893,111,73.9,19.9,0.0075,,
0.9015,112,74.9,19.9,0.0075,,
0.909,113,75.8,19.9,0.0075,,
0.9175,114,76.8,19.9,0.0085,,
0.926,115,77.6,19.9,0.0075,,
0.934,116,78.4,19.9,0.0075,,
0.9425,117,79.4,19.9,0.0075,,
0.951,118,80.4,19.9,0.0075,,
0.9585,119,81.3,19.9,0.0075,,
0.967,120,82.2,19.9,0.0085,,
0.9755,121,83.2,19.9,0.0075,,
0.984,122,84.2,19.9,0.0075,,
0.9925,123,85.4,19.9,0.0075,,
1.0005,124,86.5,19.9,0.0075,,
1.0085,125,87.7,19.9,0.008,,
1.017,126,89,19.9,0.0075,,
1.025,127,90.2,19.9,0.0075,,
1.0335,128,91.4,19.9,0.0075,,
1.042,129,92.7,19.9,0.0075,,
1.0505,130,93.8,19.9,0.0085,,
1.058,131,95.6,19.9,0.0075,,
1.0665,132,96.9,19.9,0.0085,,
1.075,133,98.4,19.9,0.0075,,
1.0835,134,99.9,19.9,0.0075,,
1.0915,135,101.4,19.9,0.0075,,
1.1,136,103.1,19.9,0.0085,,
1.1075,137,104.7,19.9,0.0075,,
1.116,138,106.2,19.9,0.0075,,
1.1245,139,108.3,19.9,0.0075,,
1.133,140,110.7,19.9,0.0075,,
1.1415,141,113.1,19.9,0.0075,,
1.149,142,115.1,19.9,0.0075,,
1.1575,143,117.7,19.9,0.0085,,
1.166,144,120.3,19.9,0.0075,,
1.1745,145,124,19.9,0.0075,,
1.1825,146,127,19.9,0.0075,,
1.191,147,130,19.9,0.0075,,
1.1985,148,132.8,19.9,0.0075,,
1.207,149,136.2,19.9,0.0085,,
1.2155,150,139.5,19.9,0.0075,,
1.224,151,142.8,19.9,0.0075,,
1.2325,152,146.3,19.9,0.0075,,
1.241,153,150.2,19.9,0.0075,,
1.2485,154,153.1,19.9,0.0075,,
1.257,155,156.3,19.9,0.0075,,
1.2655,156,159.4,19.9,0.0075,,
1.2735,157,162.7,19.9,0.0075,,
1.282,158,165.3,19.9,0.0075,,
1.2895,159,167.7,19.9,0.0075,,
1.298,160,170.1,19.9,0.0085,,
1.3065,161,172.4,19.9,0.0075,,
1.315,162,174.6,19.9,0.0075,,
1.3235,163,176.8,19.9,0.0075,,
1.332,164,178.7,19.9,0.0075,,
1.3405,165,180.3,19.9,0.0085,,
1.348,166,182.2,19.9,0.0075,,
1.356,167,184,19.9,0.008,,
1.364,168,185.1,19.9,0.008,,
1.364,408,191.6,20,0,,
1.3645,409,191.6,20,0.0005,,
1.366,410,191.6,20,0.0015,,
1.3685,411,191.7,20,0.0025,,
1.3725,412,192,20,0.0035,,
1.379,413,192.6,20,0.0055,,
1.3875,414,193.3,20,0.0075,,
1.395,415,194.5,20,0.007,,
1.4035,416,195.4,20,0.0075,,
1.412,417,196.2,20.1,0.007,,
1.42,418,197.3,20,0.0065,,
1.4285,419,198.3,20,0.007,,
1.437,420,199.1,20,0.007,,
1.4445,421,200,20,0.007,,
1.453,422,200.8,20.1,0.0075,,
1.4615,423,201.6,20.1,0.007,,
1.47,424,202.4,20.1,0.007,,
1.4785,425,203.2,20.1,0.007,,
1.487,426,203.9,20.1,0.0075,,
1.4945,427,204.8,20,0.007,,
1.503,428,205.4,20.1,0.0075,,
1.511,429,206,20.1,0.0065,,
1.5195,430,206.7,20.1,0.007,,
1.528,431,207.4,20.1,0.007,,
1.5365,432,208.1,20.1,0.007,,
1.544,433,208.7,20.1,0.007,,
1.5525,434,209.3,20.1,0.0075,,
1.561,435,210,20.1,0.007,,
1.5695,436,210.6,20.1,0.007,,
1.5775,437,211.1,20.1,0.0065,,
1.586,438,211.7,20.1,0.0075,,
1.5935,439,212.2,20.1,0.007,,
1.602,440,212.7,20.1,0.0075,,
1.6105,441,213.3,20.1,0.007,,
1.619,442,213.8,20.1,0.007,,
1.6275,443,214.3,20.1,0.007,,
1.636,444,214.8,20.1,0.0075,,
1.6435,445,215.3,20.1,0.007,,
1.652,446,215.8,20.1,0.0075,,
1.66,447,216.2,20.1,0.0065,,
1.6685,448,216.7,20.1,0.007,,
1.677,449,217.2,20.1,0.007,,
1.6845,450,217.6,20.1,0.007,,
1.693,451,218.1,20.1,0.0075,,
1.7015,452,218.5,20.1,0.0075,,
1.71,453,218.9,20.1,0.007,,
1.7185,454,219.4,20.1,0.007,,
1.727,455,219.8,20.1,0.007,,
1.7345,456,220.2,20.1,0.007,,
1.743,457,220.6,20.1,0.0075,,
1.7515,458,221,20.1,0.0075,,
1.7595,459,221.5,20.1,0.0065,,
1.768,460,221.8,20.1,0.007,,
1.7765,461,222.1,20.1,0.0075,,
1.784,462,222.5,20.1,0.007,,
1.7925,463,222.8,20.1,0.0075,,
1.801,464,223.2,20.1,0.007,,
1.8095,465,223.5,20.1,0.007,,
1.818,466,223.9,20.1,0.007,,
1.826,467,224.2,20.1,0.0075,,
1.834,468,224.6,20.1,0.0075,,
1.842,469,224.9,20.1,0.0075,,
1.8505,470,225.3,20.1,0.007,,
1.859,471,225.6,20.1,0.007,,
1.8675,472,226,20.1,0.007,,
1.876,473,226.2,20.1,0.0075,,
1.8835,474,226.5,20.1,0.007,,
1.892,475,226.8,20.1,0.0075,,
1.9005,476,227.2,20.1,0.007,,
1.9085,477,227.5,20.1,0.0065,,
1.917,478,227.8,20.1,0.007,,
1.9255,479,228.1,20.1,0.007,,
1.933,480,228.4,20.1,0.007,,
1.9415,481,228.7,20.1,0.0075,,
1.95,482,229,20.1,0.007,,
1.9585,483,229.2,20.1,0.007,,
1.967,484,229.5,20.1,0.007,,
1.9745,485,229.8,20.1,0.007,,
1.983,486,230,20.1,0.0075,,
1.9915,487,230.3,20.1,0.0075,,
1.9995,488,230.5,20.1,0.0065,,
2.008,489,230.8,20.1,0.007,,
2.0165,490,231.2,20.1,0.007,,
2.024,491,231.4,20.1,0.007,,
2.0325,492,231.6,20.1,0.0075,,
2.041,493,231.8,20.1,0.0075,,
2.0495,494,232.1,20.1,0.007,,
2.058,495,232.3,20.1,0.007,,
2.0665,496,232.6,20.1,0.007,,
2.074,497,232.8,20.1,0.007,,
2.0825,498,233.1,20.1,0.0075,,
2.091,499,233.3,20.1,0.007,,
2.099,500,233.6,20.1,0.0065,,
2.1075,501,233.8,20.1,0.007,,
2.115,502,234,20.1,0.007,,
2.123,503,234.3,20.1,0.0075,,
2.127,504,234.4,20.1,0.0035,,
2.1275,505,234.5,20.1,0.0005,,
2.1285,506,234.6,20.1,0.001,,
2.13,507,234.6,20.1,0.001,,
2.1315,508,234.7,20.1,0.0015,,
2.1345,509,234.7,20.1,0.0025,,
Scope 1/1, Sample 5/9 (20190812_37),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-26.2,19.8,NaN,,
0.0005,1,-27.1,19.8,0.0005,,
0.0025,2,-27.3,19.8,0.002,,
0.005,3,-27.4,19.8,0.002,,
0.009,4,-27.5,19.8,0.0035,,
0.0155,5,-27.3,19.8,0.0055,,
0.024,6,-26.8,19.8,0.007,,
0.0315,7,-26.2,19.8,0.007,,
0.04,8,-25.2,19.8,0.0075,,
0.048,9,-24.1,19.8,0.0065,,
0.0565,10,-22.8,19.8,0.007,,
0.065,11,-21.3,19.8,0.007,,
0.0735,12,-19.9,19.8,0.0075,,
0.081,13,-18.3,19.8,0.007,,
0.0895,14,-16.5,19.8,0.0075,,
0.098,15,-14.6,19.8,0.007,,
0.1065,16,-12.6,19.8,0.007,,
0.115,17,-10.6,19.8,0.007,,
0.123,18,-8.8,19.8,0.0075,,
0.131,19,-6.8,19.8,0.0075,,
0.1395,20,-5.1,19.8,0.0075,,
0.1475,21,-3.3,19.8,0.0065,,
0.156,22,-1.4,19.8,0.007,,
0.1645,23,-0.1,19.8,0.007,,
0.172,24,0.7,19.8,0.007,,
0.1805,25,1.9,19.8,0.0075,,
0.189,26,2.9,19.8,0.007,,
0.1975,27,4,19.8,0.007,,
0.206,28,5.2,19.8,0.007,,
0.2145,29,6.1,19.8,0.007,,
0.222,30,6.8,19.8,0.007,,
0.2305,31,7.8,19.8,0.0075,,
0.2385,32,8.8,19.8,0.0065,,
0.247,33,9.8,19.8,0.007,,
0.2555,34,10.7,19.8,0.007,,
0.264,35,11.6,19.8,0.007,,
0.2715,36,12.4,19.8,0.007,,
0.28,37,13.3,19.8,0.0075,,
0.2885,38,14.1,19.8,0.007,,
0.297,39,15,19.8,0.007,,
0.305,40,15.8,19.8,0.0065,,
0.3135,41,16.7,19.8,0.007,,
0.321,42,17.4,19.8,0.007,,
0.3295,43,18.3,19.8,0.0075,,
0.338,44,19,19.8,0.007,,
0.3465,45,19.7,19.8,0.007,,
0.355,46,20.5,19.8,0.007,,
0.3635,47,21.2,19.8,0.007,,
0.371,48,21.8,19.8,0.007,,
0.3795,49,22.5,19.8,0.0075,,
0.3875,50,23.2,19.8,0.0065,,
0.396,51,23.9,19.8,0.007,,
0.4045,52,24.6,19.8,0.007,,
0.413,53,25.3,19.8,0.0075,,
0.4205,54,26,19.8,0.007,,
0.429,55,26.7,19.8,0.0075,,
0.4375,56,27.4,19.8,0.007,,
0.446,57,28,19.8,0.007,,
0.454,58,28.7,19.8,0.0065,,
0.4625,59,29.4,19.8,0.007,,
0.47,60,30,19.8,0.007,,
0.4785,61,30.7,19.8,0.0075,,
0.487,62,31.5,19.8,0.007,,
0.4955,63,32.3,19.8,0.007,,
0.504,64,33,19.8,0.007,,
0.5125,65,33.7,19.8,0.007,,
0.52,66,34.3,19.8,0.007,,
0.5285,67,35,19.8,0.0075,,
0.5365,68,35.8,19.8,0.0065,,
0.545,69,36.6,19.8,0.007,,
0.5535,70,37.3,19.8,0.007,,
0.562,71,37.9,19.8,0.007,,
0.5695,72,38.6,19.8,0.007,,
0.578,73,39.3,19.8,0.0075,,
0.5865,74,40.1,19.8,0.0075,,
0.595,75,40.8,19.8,0.007,,
0.603,76,41.5,19.8,0.0065,,
0.6115,77,42.2,19.8,0.007,,
0.619,78,42.8,19.8,0.007,,
0.6275,79,43.6,19.8,0.0075,,
0.636,80,44.3,19.9,0.0075,,
0.6445,81,45,19.9,0.007,,
0.653,82,45.8,19.8,0.007,,
0.6615,83,46.5,19.9,0.007,,
0.669,84,47.2,19.9,0.007,,
0.6775,85,47.9,19.9,0.0075,,
0.6855,86,48.6,19.9,0.0075,,
0.694,87,49.3,19.9,0.007,,
0.7025,88,50.2,19.9,0.007,,
0.711,89,50.9,19.9,0.007,,
0.7185,90,51.6,19.9,0.007,,
0.727,91,52.4,19.9,0.0075,,
0.7355,92,53.1,19.9,0.0075,,
0.744,93,53.9,19.9,0.007,,
0.752,94,54.7,19.9,0.0065,,
0.7605,95,55.5,19.9,0.007,,
0.768,96,56.3,19.9,0.007,,
0.7765,97,57.1,19.9,0.0075,,
0.785,98,57.9,19.9,0.007,,
0.7935,99,58.7,19.9,0.007,,
0.802,100,59.8,19.9,0.007,,
0.8105,101,60.6,19.9,0.007,,
0.818,102,61.4,19.9,0.007,,
0.8265,103,62.1,19.9,0.0075,,
0.835,104,63,19.9,0.007,,
0.843,105,63.9,19.9,0.0065,,
0.8515,106,64.7,19.9,0.007,,
0.86,107,65.4,19.9,0.007,,
0.8675,108,66.2,19.9,0.007,,
0.876,109,67.1,19.9,0.0075,,
0.8845,110,68.1,19.9,0.007,,
0.893,111,68.8,19.9,0.007,,
0.9015,112,69.8,19.9,0.007,,
0.91,113,70.8,19.9,0.0075,,
0.9175,114,71.9,19.9,0.007,,
0.926,115,72.7,19.9,0.0075,,
0.934,116,73.7,19.9,0.0065,,
0.9425,117,74.8,19.9,0.007,,
0.951,118,75.7,19.9,0.007,,
0.9595,119,76.8,19.9,0.007,,
0.967,120,77.6,19.9,0.007,,
0.9755,121,78.8,19.9,0.0075,,
0.984,122,79.8,19.9,0.007,,
0.9925,123,80.8,19.9,0.007,,
1.0005,124,81.9,19.9,0.0065,,
1.009,125,83.1,19.9,0.007,,
1.0165,126,84.4,19.9,0.007,,
1.025,127,85.6,19.9,0.0075,,
1.0335,128,86.9,19.9,0.007,,
1.042,129,88.4,19.9,0.007,,
1.0505,130,89.8,19.9,0.007,,
1.059,131,91.2,19.9,0.0075,,
1.0665,132,92.7,19.9,0.007,,
1.075,133,93.8,19.9,0.0075,,
1.083,134,95.3,19.9,0.0065,,
1.0915,135,96.8,19.9,0.007,,
1.1,136,98.5,19.9,0.007,,
1.1085,137,100.3,19.9,0.0075,,
1.116,138,102,19.9,0.007,,
1.1245,139,104.1,19.9,0.0075,,
1.133,140,106.5,19.9,0.007,,
1.1415,141,108.4,19.9,0.007,,
1.15,142,110.5,19.9,0.007,,
1.158,143,112.7,19.9,0.0075,,
1.1655,144,115.2,19.9,0.007,,
1.174,145,118.1,19.9,0.0075,,
1.1825,146,120.8,19.9,0.007,,
1.191,147,123.9,19.9,0.007,,
1.1995,148,127.2,19.9,0.007,,
1.208,149,130.3,19.9,0.0075,,
1.2155,150,133.8,19.9,0.007,,
1.224,151,137.4,19.9,0.0075,,
1.2325,152,141.1,19.9,0.007,,
1.2405,153,144.6,19.9,0.0065,,
1.249,154,148.3,19.9,0.007,,
1.2565,155,151.9,19.9,0.007,,
1.265,156,155.3,19.9,0.0075,,
1.2735,157,158.3,19.9,0.0075,,
1.282,158,161.5,19.9,0.007,,
1.2905,159,164.4,19.9,0.007,,
1.299,160,167.2,19.9,0.007,,
1.3065,161,169.5,19.9,0.007,,
1.315,162,172,19.9,0.0075,,
1.3235,163,174.1,19.9,0.0075,,
1.3315,164,176.3,19.9,0.0065,,
1.34,165,178.4,19.9,0.007,,
1.3485,166,180.4,19.9,0.007,,
1.356,167,181.9,19.9,0.007,,
1.3645,168,183.6,19.9,0.0075,,
1.374,169,185.1,19.9,0.0075,,
1.374,409,191.8,20.1,0,,
1.3745,410,191.8,20.1,0.0005,,
1.376,411,191.9,20.1,0.001,,
1.3785,412,191.9,20.1,0.002,,
1.3825,414,192.3,20.1,0.0025,,
1.389,414,192.8,20.1,0.013,,
1.397,415,193.7,20.1,0.0055,,
1.405,416,194.5,20.1,0.0055,,
1.413,417,195.6,20.1,0.0055,,
1.4215,418,196.5,20.1,0.006,,
1.43,420,197.5,20.1,0.0055,,
1.4385,420,198.5,20.1,0.017,,
1.447,422,199.4,20.1,0.0055,,
1.4545,422,200.2,20.1,0.0185,,
1.463,423,201.2,20.1,0.006,,
1.4715,424,201.9,20.1,0.0055,,
1.48,426,202.8,20.1,0.0055,,
1.488,426,203.5,20.1,0.016,,
1.4965,427,204.1,20.1,0.006,,
1.504,428,205,20.1,0.0055,,
1.5125,429,205.7,20.1,0.006,,
1.521,430,206.5,20.1,0.0055,,
1.5295,432,207.1,20.1,0.0055,,
1.538,432,207.7,20.1,0.017,,
1.5465,433,208.3,20.1,0.006,,
1.554,434,209.1,20.1,0.0055,,
1.5625,435,209.6,20.1,0.006,,
1.5705,436,210.2,20.1,0.0055,,
1.579,438,210.8,20.1,0.0055,,
1.5875,438,211.4,20.1,0.017,,
1.595,439,211.9,20.1,0.0055,,
1.6035,440,212.5,20.1,0.006,,
1.612,441,213.1,20.1,0.006,,
1.6205,442,213.6,20.1,0.0055,,
1.629,444,214.1,20.1,0.0055,,
1.637,444,214.7,20.1,0.016,,
1.6455,445,215,20.1,0.006,,
1.653,446,215.6,20.1,0.0055,,
1.6615,447,216.1,20.1,0.006,,
1.67,448,216.5,20.1,0.0055,,
1.6785,450,217.1,20.1,0.0055,,
1.687,450,217.6,20.1,0.017,,
1.6945,451,218,20.1,0.0055,,
1.703,452,218.3,20.1,0.006,,
1.7115,454,218.7,20.1,0.0055,,
1.72,454,219.2,20.1,0.017,,
1.7285,456,219.7,20.1,0.0055,,
1.7365,456,220,20.1,0.02,,
1.7445,457,220.5,20.1,0.0055,,
1.7525,458,220.8,20.1,0.0055,,
1.761,460,221.2,20.1,0.0055,,
1.7695,460,221.7,20.1,0.017,,
1.778,462,222.1,20.1,0.0055,,
1.7855,462,222.4,20.1,0.0185,,
1.794,463,222.8,20.1,0.006,,
1.8025,464,223.1,20.1,0.006,,
1.811,466,223.5,20.1,0.0055,,
1.8195,466,223.8,20.1,0.017,,
1.8275,468,224.2,20.1,0.0055,,
1.836,468,224.6,20.1,0.021,,
1.8435,469,225,20.1,0.0055,,
1.852,470,225.3,20.1,0.006,,
1.8605,472,225.6,20.1,0.0055,,
1.869,472,225.8,20.1,0.017,,
1.8775,474,226.2,20.1,0.0055,,
1.885,474,226.4,20.1,0.0185,,
1.8935,475,226.8,20.1,0.006,,
1.902,476,227.1,20.1,0.006,,
1.91,478,227.5,20.1,0.0055,,
1.9185,478,227.7,20.1,0.017,,
1.927,480,228.1,20.1,0.0055,,
